name	bin length	GC%	# contigs	# features	revised_tax	Genbank Accession	Biosample Accession	Other Accession	scg	completeness	contamination
Candidatus_Tagabacteria_bacterium_RIFCSPLOWO2_01_FULL_39_11	613061	38.52	46	625	Tagabacteria	MHQZ00000000	SAMN04315062	None	33	0.7674	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_40_15	487362	39.36	33	543	Nomurabacteria	MFUW00000000	SAMN04315064	None	36	0.8372	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_41_21	546756	40.74	20	604	Nomurabacteria	MFVA00000000	SAMN04315067	None	37	0.8605	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_01_FULL_41_34	904339	40.4	28	940	Yanofskybacteria	MGKG00000000	SAMN04315068	None	41	0.9535	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_42_17	669556	40.65	9	721	Nomurabacteria	MFVE00000000	SAMN04315070	None	39	0.907	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_01_FULL_42_49	807499	41.98	14	806	Yanofskybacteria	MGKI00000000	SAMN04315071	None	41	0.9535	0.0
Candidatus_Spechtbacteria_bacterium_RIFCSPLOWO2_01_FULL_43_12	455394	42.94	20	468	Spechtbacteria	MHOH00000000	SAMN04315072	None	33	0.7674	0.0
Candidatus_Giovannonibacteria_bacterium_RIFCSPLOWO2_01_FULL_44_16	806761	43.87	43	943	Giovannonibacteria	MFIA00000000	SAMN04315077	None	37	0.8605	0.0
Candidatus_Komeilibacteria_bacterium_RIFCSPLOWO2_01_FULL_45_10	594480	44.9	45	650	Komeilibacteria	MHKL00000000	SAMN04315080	None	35	0.814	0.0
Candidatus_Taylorbacteria_bacterium_RIFCSPLOWO2_01_FULL_45_15b	923489	44.84	57	978	Taylorbacteria	MHRX00000000	SAMN04315081	None	40	0.9302	0.0
Candidatus_Niyogibacteria_bacterium_RIFCSPLOWO2_01_FULL_45_48	808436	45.3	39	885	Niyogibacteria	MHMQ00000000	SAMN04315084	None	39	0.907	0.0
Candidatus_Spechtbacteria_bacterium_RIFCSPLOWO2_01_FULL_46_10	463299	45.36	40	483	Spechtbacteria	MHOI00000000	SAMN04315085	None	36	0.8372	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_46_18	453640	45.91	29	506	Nomurabacteria	MFVH00000000	SAMN04315086	None	37	0.8605	0.0
Candidatus_Sungbacteria_bacterium_RIFCSPLOWO2_01_FULL_47_10	1097461	46.37	84	1219	Sungbacteria	MHQO00000000	SAMN04315087	None	37	0.8605	0.0
Candidatus_Wolfebacteria_bacterium_RIFCSPLOWO2_01_FULL_47_17b	729804	47.02	25	824	Wolfebacteria	MGIS00000000	SAMN04315088	None	40	0.9302	0.0
Candidatus_Yonathbacteria_bacterium_RIFCSPLOWO2_01_FULL_47_33b	718629	46.72	22	824	Yonathbacteria	MHUW00000000	SAMN04315090	None	41	0.9535	0.0
Candidatus_Taylorbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_100	644823	47.6	25	713	Taylorbacteria	MHSA00000000	SAMN04315091	None	40	0.9302	0.0
Parcubacteria_group_bacterium_RIFCSPLOWO2_01_FULL_48_18	1210108	48.1	29	1169	Parcubacteria	MHXH00000000	SAMN04315092	None	40	0.9302	0.0
Candidatus_Wildermuthbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_29	477132	47.85	23	527	Wildermuthbacteria	MHUH00000000	SAMN04315093	None	36	0.8372	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_01_FULL_49_17	613638	49.09	16	636	Yanofskybacteria	MGKO00000000	SAMN04315094	None	39	0.907	0.0
Candidatus_Lloydbacteria_bacterium_RIFCSPLOWO2_01_FULL_50_20	992589	50.11	44	1049	Lloydbacteria	MHLP00000000	SAMN04315095	None	42	0.9767	0.0
Candidatus_Adlerbacteria_bacterium_RIFCSPLOWO2_01_FULL_51_16	608701	51.27	30	683	Adlerbacteria	MEWX00000000	SAMN04315096	None	38	0.8837	0.0
Candidatus_Liptonbacteria_bacterium_RIFCSPLOWO2_01_FULL_52_25	1072345	52.15	25	1135	Liptonbacteria	MHLA00000000	SAMN04315098	None	39	0.907	0.0233
Candidatus_Liptonbacteria_bacterium_RIFCSPLOWO2_01_FULL_53_13	777651	52.02	66	861	Liptonbacteria	MHLB00000000	SAMN04315099	None	35	0.814	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_01_FULL_55_19	426361	55.05	39	484	Kaiserbacteria	MFMD00000000	SAMN04315103	None	38	0.8837	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_37_12	1343624	36.28	41	1565	Roizmanbacteria	MGAG00000000	SAMN04315107	None	41	0.9535	0.0
Candidatus_Woesebacteria_bacterium_RIFCSPLOWO2_01_FULL_37_19	1021774	37.12	78	1098	Woesebacteria	MGHA00000000	SAMN04315108	None	36	0.8372	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_38_11	628619	37.74	33	670	Roizmanbacteria	MGAK00000000	SAMN04315110	None	37	0.8605	0.0
Candidatus_Gottesmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_39_12b	1270953	37.83	15	1309	Gottesmanbacteria	MFJR00000000	SAMN04315113	None	32	0.7442	0.0
Candidatus_Woesebacteria_bacterium_RIFCSPLOWO2_01_FULL_39_21	931661	38.58	45	1034	Woesebacteria	MGHF00000000	SAMN04315114	None	37	0.8605	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_41_22	1005527	40.82	37	1042	Roizmanbacteria	MGAR00000000	SAMN04315119	None	37	0.8605	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_01_FULL_41_32	637627	40.93	6	685	Daviesbacteria	MFDQ00000000	SAMN04315120	None	35	0.814	0.0
Candidatus_Gottesmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_42_22	1419839	42.04	42	1496	Gottesmanbacteria	MFJU00000000	SAMN04315121	None	41	0.9535	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_44_13	467269	43.31	31	506	Roizmanbacteria	MGAT00000000	SAMN04315123	None	37	0.8605	0.0
Candidatus_Amesbacteria_bacterium_RIFCSPLOWO2_01_FULL_47_33	916351	47.45	57	1062	Amesbacteria	MEXM00000000	SAMN04315125	None	33	0.7674	0.0
Candidatus_Gottesmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_49_10	1050107	47.98	72	1183	Gottesmanbacteria	MFJZ00000000	SAMN04315126	None	35	0.814	0.0
candidate_division_WWE3_bacterium_RIFCSPLOWO2_01_FULL_41_9	840958	40.9	53	935	WWE3	MEVJ00000000	SAMN04315129	None	37	0.8605	0.0
Candidatus_Staskawiczbacteria_bacterium_RIFCSPLOWO2_01_FULL_33_13	697532	32.97	27	731	Staskawiczbacteria	MHOW00000000	SAMN04315133	None	40	0.9302	0.0
candidate_division_WWE3_bacterium_RIFCSPLOWO2_01_FULL_39_13	801306	38.88	31	854	WWE3	MEVH00000000	SAMN04315135	None	38	0.8837	0.0
Candidatus_Jacksonbacteria_bacterium_RIFCSPLOWO2_01_FULL_44_13	969913	43.45	26	906	Jacksonbacteria	MHJS00000000	SAMN04315139	None	43	1.0	0.0
Candidatus_Azambacteria_bacterium_RIFCSPLOWO2_01_FULL_46_25	944023	51.36	4	955	Azambacteria	MEYS00000000	SAMN04315141	None	40	0.9302	0.0
Candidatus_Amesbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_25	938849	47.44	10	1103	Amesbacteria	MEXN00000000	SAMN04315142	None	37	0.8605	0.0
Candidatus_Terrybacteria_bacterium_RIFCSPLOWO2_01_FULL_58_14	814270	57.75	34	846	Terrybacteria	MHSZ00000000	SAMN04315144	None	37	0.8605	0.0
candidate_division_Kazan_bacterium_RIFCSPLOWO2_01_FULL_48_13	790931	48.67	20	759	Kazan	METE00000000	SAMN04315147	None	42	0.9767	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_36_10b	502258	36.45	21	489	Nomurabacteria	MFUQ00000000	SAMN04315150	None	40	0.9302	0.0
Candidatus_Wolfebacteria_bacterium_RIFCSPLOWO2_01_FULL_38_11	540729	37.47	23	569	Wolfebacteria	MGIQ00000000	SAMN04315152	None	40	0.9302	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_39_17	486472	38.96	24	512	Nomurabacteria	MFUU00000000	SAMN04315154	None	37	0.8605	0.0
Candidatus_Buchananbacteria_bacterium_RIFCSPLOWO2_01_FULL_39_33	973170	39.48	41	968	Buchananbacteria	MHIM00000000	SAMN04315155	None	43	1.0	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_40_18	716431	40.14	44	810	Nomurabacteria	MFUX00000000	SAMN04315156	None	35	0.814	0.0
Candidatus_Harrisonbacteria_bacterium_RIFCSPLOWO2_01_FULL_40_28	486892	40.04	31	513	Harrisonbacteria	MHJI00000000	SAMN04315157	None	39	0.907	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_41_12	665914	40.46	31	719	Nomurabacteria	MFUY00000000	SAMN04315158	None	40	0.9302	0.0
Candidatus_Nealsonbacteria_bacterium_RIFCSPLOWO2_01_FULL_41_9	462893	40.62	47	569	Nealsonbacteria	MHMG00000000	SAMN04315161	None	31	0.7209	0.0
Candidatus_Tagabacteria_bacterium_RIFCSPLOWO2_01_FULL_42_9	569732	41.78	47	612	Tagabacteria	MHRA00000000	SAMN04315163	None	32	0.7442	0.0
Candidatus_Staskawiczbacteria_bacterium_RIFCSPLOWO2_01_FULL_43_17b	790665	43.31	10	860	Staskawiczbacteria	MHPC00000000	SAMN04315165	None	39	0.907	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_01_FULL_43_22	866891	43.01	20	936	Yanofskybacteria	MGKJ00000000	SAMN04315166	None	39	0.907	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_01_FULL_43_38	850234	42.33	34	934	Daviesbacteria	MFDS00000000	SAMN04315167	None	39	0.907	0.0
Candidatus_Harrisonbacteria_bacterium_RIFCSPLOWO2_01_FULL_44_18	752398	43.48	14	770	Harrisonbacteria	MHJJ00000000	SAMN04315169	None	42	0.9767	0.0
Candidatus_Wolfebacteria_bacterium_RIFCSPLOWO2_01_FULL_45_19	588889	44.72	10	620	Wolfebacteria	MGIR00000000	SAMN04315173	None	41	0.9535	0.0
Candidatus_Jorgensenbacteria_bacterium_RIFCSPLOWO2_01_FULL_45_25b	803513	45.22	38	833	Jorgensenbacteria	MFKK00000000	SAMN04315174	None	39	0.907	0.0
Candidatus_Azambacteria_bacterium_RIFCSPLOWO2_01_FULL_46_26	727129	46.21	50	746	Azambacteria	MEYT00000000	SAMN04315178	None	41	0.9535	0.0
Candidatus_Sungbacteria_bacterium_RIFCSPLOWO2_01_FULL_47_32	1147531	46.62	48	1215	Sungbacteria	MHQP00000000	SAMN04315181	None	40	0.9302	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_01_FULL_48_25	535626	47.6	5	630	Zambryskibacteria	MHWI00000000	SAMN04315184	None	38	0.8837	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_01_FULL_49_25	954071	48.88	30	1047	Yanofskybacteria	MGKP00000000	SAMN04315186	None	39	0.907	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_01_FULL_50_24	848802	50.41	22	853	Kaiserbacteria	MFLU00000000	SAMN04315187	None	39	0.907	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_01_FULL_51_21	629313	50.44	28	697	Kaiserbacteria	MFLV00000000	SAMN04315188	None	40	0.9302	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_01_FULL_52_12b	509112	51.58	29	628	Kaiserbacteria	MFLW00000000	SAMN04315189	None	37	0.8605	0.0233
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_01_FULL_53_17	904543	53.31	50	1034	Kaiserbacteria	MFLY00000000	SAMN04315191	None	36	0.8372	0.0233
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_01_FULL_54_13	873411	53.76	42	1004	Kaiserbacteria	MFLZ00000000	SAMN04315192	None	39	0.907	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_01_FULL_54_20	652615	53.7	57	740	Kaiserbacteria	MFMA00000000	SAMN04315193	None	32	0.7442	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_01_FULL_55_25	828269	55.09	24	946	Kaiserbacteria	MFME00000000	SAMN04315195	None	41	0.9535	0.0
Candidatus_Liptonbacteria_bacterium_RIFCSPLOWO2_01_FULL_56_20	648384	55.63	30	705	Liptonbacteria	MHLC00000000	SAMN04315196	None	40	0.9302	0.0
Candidatus_Sungbacteria_bacterium_RIFCSPLOWO2_01_FULL_60_25	725510	59.55	44	753	Sungbacteria	MHQT00000000	SAMN04315197	None	34	0.7907	0.0
Candidatus_Curtissbacteria_bacterium_RIFCSPLOWO2_01_FULL_37_9	728096	36.39	58	875	Curtissbacteria	MFBN00000000	SAMN04315201	None	35	0.814	0.0
Candidatus_Curtissbacteria_bacterium_RIFCSPLOWO2_01_FULL_38_11b	535950	38.02	41	593	Curtissbacteria	MFBO00000000	SAMN04315202	None	39	0.907	0.0
Candidatus_Woesebacteria_bacterium_RIFCSPLOWO2_01_FULL_38_20	1125654	37.8	34	1268	Woesebacteria	MGHB00000000	SAMN04315203	None	38	0.8837	0.0
Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_01_FULL_39_10	921647	37.62	31	1012	Levybacteria	MFOV00000000	SAMN04315204	None	40	0.9302	0.0
Candidatus_Woesebacteria_bacterium_RIFCSPLOWO2_01_FULL_39_14	976957	38.63	52	1103	Woesebacteria	MGHE00000000	SAMN04315205	None	38	0.8837	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_40_14	853359	40.26	48	932	Roizmanbacteria	MGAO00000000	SAMN04315208	None	37	0.8605	0.0
Candidatus_Woykebacteria_bacterium_RIFCSPLOWO2_01_FULL_41_12	545154	40.28	54	619	Woykebacteria	MHDA00000000	SAMN04315210	None	35	0.814	0.0
Candidatus_Curtissbacteria_bacterium_RIFCSPLOWO2_01_FULL_42_26	859434	41.93	42	1002	Curtissbacteria	MFBS00000000	SAMN04315213	None	39	0.907	0.0
Candidatus_Woykebacteria_bacterium_RIFCSPLOWO2_01_FULL_43_14	806729	42.84	44	887	Woykebacteria	MHDB00000000	SAMN04315214	None	42	0.9767	0.0
Candidatus_Gottesmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_46_9	791910	45.45	80	883	Gottesmanbacteria	MFJX00000000	SAMN04315216	None	33	0.7674	0.0
Candidatus_Gottesmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_11	907395	47.59	57	1043	Gottesmanbacteria	MFJY00000000	SAMN04315217	None	34	0.7907	0.0233
Candidatus_Chisholmbacteria_bacterium_RIFCSPLOWO2_01_FULL_49_14	1211858	48.98	29	1331	Chisholmbacteria	MHCL00000000	SAMN04315218	None	39	0.907	0.0
Candidatus_Peribacteria_bacterium_RIFCSPLOWO2_01_FULL_51_18	1259603	50.95	48	1157	PER-ii	MFYA00000000	SAMN04315220	None	41	0.9535	0.0
candidate_division_WWE3_bacterium_RIFCSPLOWO2_01_FULL_37_15	509101	37.03	56	543	WWE3	MEVF00000000	SAMN04315222	None	31	0.7209	0.0
candidate_division_WWE3_bacterium_RIFCSPLOWO2_01_FULL_42_11	597447	41.32	44	629	WWE3	MEVK00000000	SAMN04315223	None	36	0.8372	0.0
Candidatus_Berkelbacteria_bacterium_RIFCSPLOWO2_01_FULL_50_28	850026	49.84	3	865	Berkelbacteria	MEZX00000000	SAMN04315224	None	38	0.8837	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_35_13	1453138	35.25	61	1719	Roizmanbacteria	MGAF00000000	SAMN04315227	None	39	0.907	0.0
Candidatus_Woesebacteria_bacterium_RIFCSPLOWO2_01_FULL_39_10	1152146	37.94	38	1266	Woesebacteria	MGHC00000000	SAMN04315228	None	34	0.7907	0.0
Candidatus_Woesebacteria_bacterium_RIFCSPLOWO2_01_FULL_39_23	1126128	38.55	18	1239	Woesebacteria	MGHG00000000	SAMN04315229	None	37	0.8605	0.0
Candidatus_Blackburnbacteria_bacterium_RIFCSPLOWO2_01_FULL_40_20	958425	39.56	27	1027	Blackburnbacteria	MHCC00000000	SAMN04315230	None	40	0.9302	0.0
Candidatus_Gottesmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_43_11b	1020299	42.9	1	1112	Gottesmanbacteria	MFJV00000000	SAMN04315232	None	40	0.9302	0.0
Candidatus_Terrybacteria_bacterium_RIFCSPLOWO2_01_FULL_44_24	873695	43.11	16	882	Terrybacteria	MHSX00000000	SAMN04315233	None	42	0.9767	0.0
Candidatus_Magasanikbacteria_bacterium_RIFCSPLOWO2_01_FULL_33_34	1018519	32.92	7	937	Magasanikbacteria	MFQG00000000	SAMN04315242	None	43	1.0	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_01_FULL_35_19	510477	35.04	20	524	Zambryskibacteria	MHWA00000000	SAMN04315243	None	39	0.907	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_38_12	1258557	37.31	50	1321	Roizmanbacteria	MGAL00000000	SAMN04315246	None	40	0.9302	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_39_18	813402	39.56	13	870	Nomurabacteria	MFUV00000000	SAMN04315248	None	39	0.907	0.0
Candidatus_Terrybacteria_bacterium_RIFCSPLOWO2_01_FULL_40_23	923479	40.07	38	954	Terrybacteria	MHSW00000000	SAMN04315250	None	42	0.9767	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_41_18	749714	40.74	9	769	Nomurabacteria	MFUZ00000000	SAMN04315252	None	40	0.9302	0.0
Candidatus_Portnoybacteria_bacterium_RIFCSPLOWO2_02_FULL_39_11	740603	42.89	62	812	Portnoybacteria	MHNF00000000	SAMN04315257	None	38	0.8837	0.0
Candidatus_Yonathbacteria_bacterium_RIFCSPLOWO2_01_FULL_43_27	740909	43.06	7	725	Yonathbacteria	MHUV00000000	SAMN04315260	None	43	1.0	0.0
Candidatus_Liptonbacteria_bacterium_RIFCSPLOWO2_01_FULL_45_15	670991	44.44	54	751	Liptonbacteria	MHKZ00000000	SAMN04315266	None	38	0.8837	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_01_FULL_45_21	717313	44.0	25	773	Zambryskibacteria	MHWE00000000	SAMN04315267	None	41	0.9535	0.0
Candidatus_Giovannonibacteria_bacterium_RIFCSPLOWO2_01_FULL_46_13	664577	45.98	32	792	Giovannonibacteria	MFIE00000000	SAMN04315271	None	33	0.7674	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_01_FULL_47_33	554924	46.26	30	634	Zambryskibacteria	MHWH00000000	SAMN04315275	None	38	0.8837	0.0
Candidatus_Colwellbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_10	745897	48.21	34	821	Colwellbacteria	MHIY00000000	SAMN04315276	None	39	0.907	0.0233
Candidatus_Wildermuthbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_16	609760	48.26	24	673	Wildermuthbacteria	MHUG00000000	SAMN04315277	None	40	0.9302	0.0
Candidatus_Ryanbacteria_bacterium_RIFCSPLOWO2_01_FULL_48_26	783717	47.68	47	807	Ryanbacteria	MHNW00000000	SAMN04315278	None	33	0.7674	0.0
Candidatus_Komeilibacteria_bacterium_RIFCSPLOWO2_01_FULL_52_15	869668	52.02	50	909	Komeilibacteria	MHKM00000000	SAMN04315283	None	40	0.9302	0.0
Candidatus_Komeilibacteria_bacterium_RIFCSPLOWO2_01_FULL_53_11	731390	52.55	59	829	Komeilibacteria	MHKN00000000	SAMN04315284	None	31	0.7209	0.0
Candidatus_Sungbacteria_bacterium_RIFCSPLOWO2_01_FULL_54_21	767394	53.67	37	853	Sungbacteria	MHQR00000000	SAMN04315287	None	39	0.907	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_01_FULL_54_24	711265	54.42	49	814	Kaiserbacteria	MFMC00000000	SAMN04315288	None	37	0.8605	0.0233
Candidatus_Sungbacteria_bacterium_RIFCSPLOWO2_01_FULL_59_16	800309	58.84	22	837	Sungbacteria	MHQS00000000	SAMN04315290	None	38	0.8837	0.0
Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_01_FULL_36_13	821705	35.23	16	903	Levybacteria	MFON00000000	SAMN04315291	None	40	0.9302	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_01_FULL_37_10	969723	36.57	40	1122	Daviesbacteria	MFDK00000000	SAMN04315292	None	39	0.907	0.0
Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_01_FULL_38_21	787844	37.02	28	860	Levybacteria	MFOT00000000	SAMN04315297	None	39	0.907	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_01_FULL_39_12	1004025	38.64	34	1096	Daviesbacteria	MFDM00000000	SAMN04315298	None	40	0.9302	0.0
Candidatus_Curtissbacteria_bacterium_RIFCSPLOWO2_01_FULL_41_18	634342	40.38	47	732	Curtissbacteria	MFBQ00000000	SAMN04315304	None	35	0.814	0.0
Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_01_FULL_42_15	680392	40.97	44	731	Levybacteria	MFOZ00000000	SAMN04315306	None	38	0.8837	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_01_FULL_43_15	1133256	42.3	10	1193	Daviesbacteria	MFDR00000000	SAMN04315308	None	40	0.9302	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_01_FULL_45_11	591724	44.44	73	677	Roizmanbacteria	MGAU00000000	SAMN04315309	None	34	0.7907	0.0
Microgenomates_group_bacterium_RIFCSPLOWO2_01_FULL_47_10	740757	45.8	64	836	Microgenomates	MHDG00000000	SAMN04315310	None	32	0.7442	0.0
Candidatus_Peregrinibacteria_bacterium_RIFCSPLOWO2_01_FULL_39_12	863781	38.58	64	831	Peregrinibacteria	MFXA00000000	SAMN04315313	None	37	0.8605	0.0
Candidatus_Kerfeldbacteria_bacterium_RIFCSPHIGHO2_02_FULL_42_14	1128712	42.68	16	1112	Kerfeldbacteria	MHKB00000000	SAMN04315327	None	41	0.9535	0.0
Candidatus_Andersenbacteria_bacterium_RIFCSPHIGHO2_02_FULL_46_16	1362175	45.49	32	1398	Andersenbacteria	MHHQ00000000	SAMN04315329	None	40	0.9302	0.0
Candidatus_Doudnabacteria_bacterium_RIFCSPHIGHO2_02_FULL_49_24	862069	48.89	17	986	Doudnabacteria	MFEU00000000	SAMN04315330	None	40	0.9302	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_FULL_35_13	553880	34.82	28	614	Nomurabacteria	MFTY00000000	SAMN04315337	None	41	0.9535	0.0
Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_02_FULL_38_22b	913742	38.9	20	999	Yanofskybacteria	MGJN00000000	SAMN04315339	None	39	0.907	0.0
Candidatus_Kuenenbacteria_bacterium_RIFCSPHIGHO2_02_FULL_39_13	717032	38.81	34	763	Kuenenbacteria	MFMW00000000	SAMN04315340	None	39	0.907	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPHIGHO2_02_FULL_39_19	806462	38.81	14	915	Zambryskibacteria	MHVP00000000	SAMN04315341	None	42	0.9767	0.0
Candidatus_Magasanikbacteria_bacterium_RIFCSPHIGHO2_02_FULL_41_13	658351	40.67	30	653	Magasanikbacteria	MFPX00000000	SAMN04315343	None	39	0.907	0.0
Candidatus_Harrisonbacteria_bacterium_RIFCSPHIGHO2_02_FULL_42_16	754398	40.99	25	853	Harrisonbacteria	MHJG00000000	SAMN04315345	None	39	0.907	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_FULL_42_24	457684	41.69	45	542	Nomurabacteria	MFUH00000000	SAMN04315346	None	37	0.8605	0.0
Candidatus_Doudnabacteria_bacterium_RIFCSPHIGHO2_02_FULL_43_13b	776513	43.41	17	914	Doudnabacteria	MFER00000000	SAMN04315348	None	41	0.9535	0.0
Candidatus_Spechtbacteria_bacterium_RIFCSPHIGHO2_02_FULL_43_15b	939072	42.45	34	922	Spechtbacteria	MHOE00000000	SAMN04315349	None	42	0.9767	0.0
Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_25	867755	45.07	46	967	Wildermuthbacteria	MHTV00000000	SAMN04315357	None	41	0.9535	0.0
Candidatus_Taylorbacteria_bacterium_RIFCSPHIGHO2_02_FULL_46_13	887479	45.67	32	1019	Taylorbacteria	MHRQ00000000	SAMN04315359	None	40	0.9302	0.0
Candidatus_Sungbacteria_bacterium_RIFCSPHIGHO2_02_FULL_47_11	979924	47.29	72	1112	Sungbacteria	MHQI00000000	SAMN04315360	None	37	0.8605	0.0233
Candidatus_Sungbacteria_bacterium_RIFCSPHIGHO2_02_FULL_49_12	647934	48.74	54	759	Sungbacteria	MHQJ00000000	SAMN04315364	None	36	0.8372	0.0
Candidatus_Sungbacteria_bacterium_RIFCSPHIGHO2_02_FULL_49_20	662665	48.68	56	737	Sungbacteria	MHQK00000000	SAMN04315365	None	37	0.8605	0.0
Candidatus_Lloydbacteria_bacterium_RIFCSPHIGHO2_02_FULL_50_18	1248108	49.16	16	1295	Lloydbacteria	MHLM00000000	SAMN04315367	None	42	0.9767	0.0
Candidatus_Uhrbacteria_bacterium_RIFCSPHIGHO2_02_FULL_53_13	927625	53.04	41	988	Uhrbacteria	MGDX00000000	SAMN04315370	None	40	0.9302	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_02_FULL_54_11b	741590	53.74	56	904	Kaiserbacteria	MFLH00000000	SAMN04315371	None	39	0.907	0.0
Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_02_FULL_54_22	676382	54.29	20	792	Kaiserbacteria	MFLI00000000	SAMN04315372	None	40	0.9302	0.0
Candidatus_Roizmanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_38_11	1238169	37.17	51	1366	Roizmanbacteria	MFZO00000000	SAMN04315378	None	37	0.8605	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPHIGHO2_02_FULL_39_12	830245	38.72	38	968	Daviesbacteria	MFCX00000000	SAMN04315379	None	40	0.9302	0.0
Candidatus_Levybacteria_bacterium_RIFCSPHIGHO2_02_FULL_40_18	995372	39.95	7	1073	Levybacteria	MFOC00000000	SAMN04315383	None	40	0.9302	0.0
Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_FULL_33_12	590999	32.57	36	677	Nomurabacteria	MFTX00000000	SAMN04315410	None	38	0.8837	0.0
Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_02_FULL_34_10	687676	33.57	38	787	Staskawiczbacteria	MHOR00000000	SAMN04315411	None	39	0.907	0.0
Candidatus_Daviesbacteria_bacterium_RIFCSPHIGHO2_02_FULL_36_13	963675	35.64	49	1146	Daviesbacteria	MFCV00000000	SAMN04315412	None	38	0.8837	0.0
Candidatus_Zambryskibacteria_bacterium_RIFCSPHIGHO2_02_FULL_39_16	464520	38.6	29	557	Zambryskibacteria	MHVO00000000	SAMN04315415	None	36	0.8372	0.0
